Species;Strategy;Population;Year;Pollinarium_removal;Fruit_set;Height;N_Flowers;N_Fruits;Fruit_fail;Pollinia_missing;Pollinia_not_removed;Labellum_lenght;Labellum_width;Petal_lenght;Petal_width;Inbreeding_Fruit_set;Inbreeding_Seed_viability;Inbreeding_Cumulative;Pollen_limitation
O. balearica;Sexual;Font de sa Cala;2017;0;0;10;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;10;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;10;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0;0;10;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0;10;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;10;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;10;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;9.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;9.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;9.5;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;9.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;5;0;5;0;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;9;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Burguesa3;2018;0;0;9;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8.5;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8.5;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;8.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;8;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;8;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;8;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;8;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;8;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;8;6;0;6;0;12;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7.5;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7.5;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0;7.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0;7.5;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0;7.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;7.5;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;7.5;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;7.5;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;7.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Burguesa3;2018;0;0;7.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;7.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;7;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;7;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;6.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;6;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;6;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;6;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;6;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;6;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;6;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;6;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2018;0;0;6;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;5.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;5.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;5.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;5.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Burguesa1;2018;0;0;5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;4.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;4.5;3;0;3;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;4;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;3.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0;3.5;2;0;2;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0;13.5;4;0;4;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Bellver;2017;0;0.083;28.5;12;1;11;0;24;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0;0.167;31.5;6;1;5;0;12;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Burguesa2;2017;0;0.25;36.5;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.25;25;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.25;23.5;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.25;20;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.25;16.5;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.25;16.5;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.25;16.5;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.25;10;4;1;3;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.333;19;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.333;17;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.333;15.5;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.333;13.5;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.333;12.5;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.333;12;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.333;11;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.333;10.5;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.333;6;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.333;5;3;1;2;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0;0.5;28;4;2;2;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0;0.5;22.5;4;2;2;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.5;20;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.5;18.5;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.5;18;4;2;2;0;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.5;16;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0.5;14;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.5;14;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.5;13;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;0.5;12;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.5;12;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.5;11.5;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.5;7;2;1;1;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.667;25;3;2;1;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0;0.667;13;3;2;1;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;0.667;7;3;2;1;0;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0;1;13;1;1;0;0;2;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0;1;12;2;2;0;0;4;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.063;0;31;8;0;8;1;15;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.083;0;25;6;0;6;1;11;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.1;0;29;5;0;5;1;9;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.1;0;18;5;0;5;1;9;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.125;0;20;4;0;4;1;7;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.125;0.25;36;8;2;6;2;14;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.125;0.25;14.5;4;1;3;1;7;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.143;0.143;30;7;1;6;2;12;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.167;0;30;6;0;6;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.167;0;18;3;0;3;1;5;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.167;0;15;3;0;3;1;5;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.167;0;13.5;6;0;6;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.167;0;13;3;0;3;1;5;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2018;0.167;0.167;36;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.167;0.167;35.5;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.167;0.167;32;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Burguesa2;2017;0.167;0.167;30;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.167;0.167;29.5;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.167;0.167;28;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.167;0.167;23;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.167;0.167;19.5;6;1;5;2;10;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.167;0.333;16.5;3;1;2;1;5;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.167;0.333;15.5;3;1;2;1;5;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.2;0;25.5;5;0;5;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.2;0;17.8;5;0;5;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Bellver;2017;0.2;0;8;5;0;5;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2018;0.2;0.2;35;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Bellver;2018;0.2;0.2;32;10;2;8;4;16;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2018;0.2;0.2;31.5;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.2;0.2;29;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.2;0.2;29;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.2;0.2;28.5;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.2;0.2;27;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.2;0.2;26;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.2;0.2;26;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.2;0.2;23;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.2;0.2;21;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Bellver;2018;0.2;0.2;20;5;1;4;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.2;0.4;32;5;2;3;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.2;0.4;28;5;2;3;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.2;0.4;27;5;2;3;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.2;0.4;20;5;2;3;2;8;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.214;0;38;7;0;7;3;11;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2017;0.25;0;36.5;6;0;6;3;9;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.25;0;30;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.25;0;27;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0;25;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.25;0;24;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.25;0;18;8;0;8;4;12;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0;18;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.25;0;16.5;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2017;0.25;0;15;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0;13;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0;13;4;0;4;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0;12;2;0;2;1;3;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago2;2017;0.25;0;9.5;2;0;2;1;3;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0;9;2;0;2;1;3;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Mondrago1;2018;0.25;0.25;36;4;1;3;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0.25;24.5;4;1;3;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0.25;24.5;4;1;3;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0.25;24;4;1;3;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
O. balearica;Sexual;Font de sa Cala;2018;0.25;0.25;22;4;1;3;2;6;13;9;7.5;3.75;0.04;0.37;0.56;0.71
